Year,"Major area, region, country or area of destination",0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total,0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2015,Angola,"139,459","21,413","26,364","37,149","54,329","63,535","61,691","54,012","44,859","36,509","27,053","20,400","16,046","11,453","7,719","10,187","632,178","57,509","8,619","10,363","14,669","23,092","29,663","31,658","30,046","26,220","21,558","15,984","11,681","9,046","5,633","3,797","5,097","304,635","81,950","12,794","16,001","22,480","31,237","33,872","30,033","23,966","18,639","14,951","11,069","8,719","7,000","5,820","3,922","5,090","327,543"
2015,Cameroon,"59,425","34,312","42,415","40,650","42,911","47,478","46,709","42,342","37,297","32,730","26,026","20,204","14,527","9,902","5,733","5,696","508,357","29,945","14,825","24,603","20,243","20,221","22,486","22,190","20,139","17,759","15,594","12,443","9,683","8,652","5,818","3,379","3,336","251,316","29,480","19,487","17,812","20,407","22,690","24,992","24,519","22,203","19,538","17,136","13,583","10,521","5,875","4,084","2,354","2,360","257,041"
2015,Central African Republic,"7,219","6,570","4,774","5,443","6,524","7,429","7,637","7,290","6,746","5,965","4,826","3,685","2,710","1,857","1,341","1,582","81,598","3,481","3,281","2,453","2,799","3,347","3,905","4,105","3,963","3,677","3,277","2,727","2,102","1,508",989,715,834,"43,163","3,738","3,289","2,321","2,644","3,177","3,524","3,532","3,327","3,069","2,688","2,099","1,583","1,202",868,626,748,"38,435"
2015,Chad,"59,302","57,659","52,235","46,404","44,840","44,907","42,560","38,702","34,943","29,218","21,129","15,311","12,231","8,694","5,233","3,600","516,968","27,208","26,437","23,683","20,065","18,610","19,419","19,355","17,951","17,166","15,349","10,930","7,083","5,435","4,345","3,063","2,041","238,140","32,094","31,222","28,552","26,339","26,230","25,488","23,205","20,751","17,777","13,869","10,199","8,228","6,796","4,349","2,170","1,559","278,828"
2015,Congo,"35,540","32,092","27,459","27,074","30,087","34,287","37,117","36,474","34,401","28,946","22,232","16,574","12,651","9,478","4,730","3,854","392,996","19,836","17,807","15,132","14,704","16,096","18,226","19,779","19,522","18,461","15,615","12,192","9,376","7,457","5,813","2,901","2,357","215,274","15,704","14,285","12,327","12,370","13,991","16,061","17,338","16,952","15,940","13,331","10,040","7,198","5,194","3,665","1,829","1,497","177,722"
2015,Democratic Republic of the Congo,"58,989","75,009","82,385","88,053","90,172","84,849","71,016","59,631","49,383","41,700","35,924","30,877","23,322","15,928","7,125","10,129","824,492","29,998","37,768","42,370","43,314","41,916","39,313","33,160","27,443","22,619","19,435","17,426","15,700","12,395","8,858","3,822","5,521","401,058","28,991","37,241","40,015","44,739","48,256","45,536","37,856","32,188","26,764","22,265","18,498","15,177","10,927","7,070","3,303","4,608","423,434"
2015,Equatorial Guinea,493,698,714,"1,811","28,379","58,423","37,672","27,757","21,240","14,106","9,606","5,592","1,939",677,313,191,"209,611",135,194,205,529,"21,092","46,010","29,936","20,995","16,721","11,358","7,724","4,671","1,455",388,101,13,"161,527",358,504,509,"1,282","7,287","12,413","7,736","6,762","4,519","2,748","1,882",921,484,289,212,178,"48,084"
2015,Gabon,"23,116","17,648","16,163","17,385","24,597","28,829","27,932","24,996","21,844","18,909","15,081","11,869","9,257","5,882","2,691","2,185","268,384","12,316","9,641","8,893","9,028","13,341","16,319","16,067","14,765","13,256","11,676","9,336","7,206","5,472","3,189","1,460","1,179","153,144","10,800","8,007","7,270","8,357","11,256","12,510","11,865","10,231","8,588","7,233","5,745","4,663","3,785","2,693","1,231","1,006","115,240"
2015,Sao Tome and Principe,109,114,124,111,104,134,150,154,161,197,211,154,112,111,166,282,"2,394",56,47,63,55,53,69,81,87,89,103,104,78,58,56,78,120,"1,197",53,67,61,56,51,65,69,67,72,94,107,76,54,55,88,162,"1,197"
2015,Northern Africa,"161,191","152,081","155,684","180,713","220,139","245,107","245,254","216,803","186,448","154,319","124,982","99,304","77,272","53,416","44,006","38,013","2,354,732","86,937","81,641","82,294","99,159","128,553","143,808","149,239","137,770","120,625","99,225","79,104","60,884","45,853","29,419","22,839","18,474","1,385,824","74,254","70,440","73,390","81,554","91,586","101,299","96,015","79,033","65,823","55,094","45,878","38,420","31,419","23,997","21,167","19,539","968,908"
2015,Algeria,"14,648","12,032","11,514","12,814","16,264","20,423","21,906","22,157","20,852","19,321","19,433","16,492","11,519","8,168","6,578","5,352","239,473","7,805","6,122","5,886","6,435","8,465","11,605","12,959","12,983","11,213","10,043","10,000","8,389","5,651","3,846","2,838","2,282","126,522","6,843","5,910","5,628","6,379","7,799","8,818","8,947","9,174","9,639","9,278","9,433","8,103","5,868","4,322","3,740","3,070","112,951"
2015,Egypt,"25,014","23,809","23,010","34,423","56,922","71,149","74,468","60,612","52,276","43,313","32,502","23,916","16,984","11,376","8,149","8,008","565,931","12,891","12,708","12,480","20,087","35,861","38,249","39,361","33,316","30,047","24,877","18,930","13,824","10,379","7,041","4,422","3,351","317,824","12,123","11,101","10,530","14,336","21,061","32,900","35,107","27,296","22,229","18,436","13,572","10,092","6,605","4,335","3,727","4,657","248,107"
2015,Libya,"49,249","45,792","50,436","61,501","76,070","87,516","90,002","82,506","68,547","52,462","38,744","28,673","21,241","7,903","5,881","4,623","771,146","29,165","26,954","28,216","36,378","48,336","60,359","67,095","65,652","57,087","44,781","33,050","23,578","16,127","5,589","3,833","2,953","549,153","20,084","18,838","22,220","25,123","27,734","27,157","22,907","16,854","11,460","7,681","5,694","5,095","5,114","2,314","2,048","1,670","221,993"
2015,Morocco,"6,568","5,130","4,244","5,250","7,605","9,278","9,217","8,381","7,547","6,729","5,706","4,721","3,788","2,937","2,127","3,196","92,424","3,344","2,601","2,131","2,652","3,977","4,991","4,895","4,267","3,738","3,339","2,844","2,322","1,795","1,312",890,"1,289","46,387","3,224","2,529","2,113","2,598","3,628","4,287","4,322","4,114","3,809","3,390","2,862","2,399","1,993","1,625","1,237","1,907","46,037"
2015,Sudan,"62,420","62,768","63,755","63,412","58,872","51,205","43,658","37,034","31,248","26,877","23,705","21,395","20,650","21,193","20,151","15,535","623,878","31,988","31,898","32,123","31,822","29,532","25,612","21,719","18,318","15,412","13,276","11,767","10,684","10,373","10,721","10,302","7,981","313,528","30,432","30,870","31,632","31,590","29,340","25,593","21,939","18,716","15,836","13,601","11,938","10,711","10,277","10,472","9,849","7,554","310,350"
2015,Tunisia,"3,033","2,322","2,517","3,049","4,009","5,035","5,468","5,593","5,497","5,175","4,507","3,794","2,856","1,674","1,004","1,168","56,701","1,598","1,230","1,343","1,638","2,161","2,703","2,896","2,920","2,830","2,632","2,271","1,891","1,384",812,488,554,"29,351","1,435","1,092","1,174","1,411","1,848","2,332","2,572","2,673","2,667","2,543","2,236","1,903","1,472",862,516,614,"27,350"
2015,Western Sahara,259,228,208,264,397,501,535,520,481,442,385,313,234,165,116,131,"5,179",146,128,115,147,221,289,314,314,298,277,242,196,144,98,66,64,"3,059",113,100,93,117,176,212,221,206,183,165,143,117,90,67,50,67,"2,120"
2015,Southern Africa,"193,047","180,335","182,978","225,533","407,985","568,871","547,223","481,979","342,006","249,176","185,492","149,262","115,070","87,638","90,331","105,867","4,112,793","89,675","85,336","90,456","117,170","223,941","329,181","329,857","296,705","210,491","150,607","108,151","79,235","54,691","39,791","38,894","38,100","2,282,281","103,372","94,999","92,522","108,363","184,044","239,690","217,366","185,274","131,515","98,569","77,341","70,027","60,379","47,847","51,437","67,767","1,830,512"
2015,Botswana,"13,093","10,283","9,082","8,768","12,221","14,109","17,177","19,109","16,609","13,579","9,620","6,487","4,247","2,806","1,732","1,722","160,644","6,184","4,783","4,295","4,183","5,990","7,048","9,427","11,267","10,532","8,648","5,785","3,886","2,505","1,585",833,922,"87,873","6,909","5,500","4,787","4,585","6,231","7,061","7,750","7,842","6,077","4,931","3,835","2,601","1,742","1,221",899,800,"72,771"
2015,Lesotho,356,313,282,332,431,580,670,731,685,596,489,378,271,193,121,144,"6,572",178,157,142,170,228,306,353,401,385,331,260,211,185,109,68,74,"3,558",178,156,140,162,203,274,317,330,300,265,229,167,86,84,53,70,"3,014"
2015,Namibia,"2,585","3,451","3,645","5,372","8,774","13,108","12,392","9,641","7,805","6,740","5,735","4,801","3,732","3,141","2,314","3,652","96,888","1,342","1,678","1,835","2,941","4,920","7,276","6,925","5,626","4,363","3,551","2,945","2,527","1,917","1,639","1,177","1,525","52,187","1,243","1,773","1,810","2,431","3,854","5,832","5,467","4,015","3,442","3,189","2,790","2,274","1,815","1,502","1,137","2,127","44,701"
2015,South Africa,"175,047","164,385","168,221","209,394","384,538","538,218","513,588","449,251","314,039","225,768","167,517","135,848","105,466","80,443","85,348","99,625","3,816,696","80,990","77,775","83,332","109,075","211,820","313,101","311,334","277,609","193,600","136,688","97,999","71,684","49,396","35,953","36,458","35,286","2,122,100","94,057","86,610","84,889","100,319","172,718","225,117","202,254","171,642","120,439","89,080","69,518","64,164","56,070","44,490","48,890","64,339","1,694,596"
2015,Swaziland,"1,966","1,903","1,748","1,667","2,021","2,856","3,396","3,247","2,868","2,493","2,131","1,748","1,354","1,055",816,724,"31,993",981,943,852,801,983,"1,450","1,818","1,802","1,611","1,389","1,162",927,688,505,358,293,"16,563",985,960,896,866,"1,038","1,406","1,578","1,445","1,257","1,104",969,821,666,550,458,431,"15,430"
2015,Western Africa,"589,686","518,243","466,416","529,905","613,345","668,709","666,414","617,951","534,502","435,326","319,958","237,118","166,060","116,759","73,706","55,918","6,610,620","289,526","252,540","224,356","252,261","294,890","331,322","350,542","340,984","311,930","266,549","202,401","151,378","105,770","74,450","46,293","32,510","3,528,037","300,160","265,703","242,060","277,644","318,455","337,387","315,872","276,967","222,572","168,777","117,557","85,740","60,290","42,309","27,413","23,408","3,082,583"
2015,Benin,"26,054","17,711","13,438","14,743","21,456","25,480","25,506","23,824","21,109","17,112","12,868","9,429","6,424","4,472","2,736","3,037","245,399","13,407","8,709","6,419","7,207","11,325","13,932","14,918","14,210","13,059","10,844","8,144","6,208","3,811","2,409","1,543","1,517","137,662","12,647","9,002","7,019","7,536","10,131","11,548","10,588","9,614","8,050","6,268","4,724","3,221","2,613","2,063","1,193","1,520","107,737"
2015,Burkina Faso,"46,027","38,507","32,324","72,005","80,917","91,949","81,667","69,794","55,584","42,717","31,288","22,509","15,410","10,020","6,862","7,096","704,676","23,584","20,054","16,867","34,380","37,212","42,363","39,752","33,691","26,315","19,504","14,293","10,014","6,824","4,628","2,950","2,897","335,328","22,443","18,453","15,457","37,625","43,705","49,586","41,915","36,103","29,269","23,213","16,995","12,495","8,586","5,392","3,912","4,199","369,348"
2015,Cabo Verde,230,396,468,737,"1,220","1,578","1,722","1,763","1,680","1,548","1,201",915,580,351,238,297,"14,924",115,199,237,380,648,860,920,887,825,764,647,486,274,124,84,97,"7,547",115,197,231,357,572,718,802,876,855,784,554,429,306,227,154,200,"7,377"
